ID,variable,value,rfvalue,stdfvalue,mean_value
170,interest_rate,0.25016945600509644,9,0.1404011461318052,0.7015026879513211
171,interest_rate,0.8652606010437012,14.31,0.9011461318051577,0.7015026879513211
172,interest_rate,0.3612527549266815,9.11,0.15616045845272203,0.7015026879513211
173,interest_rate,0.018905244767665863,8.85,0.11891117478510028,0.7015026879513211
174,interest_rate,-1.0429909229278564,13.65,0.8065902578796562,0.7015026879513211
175,interest_rate,-0.47974953055381775,10.62,0.3724928366762177,0.7015026879513211
176,interest_rate,-0.45958560705184937,10.11,0.29942693409742116,0.7015026879513211
177,interest_rate,0.407258003950119,10.69,0.38252148997134666,0.7015026879513211
178,interest_rate,-1.3285161256790161,13.69,0.8123209169054441,0.7015026879513211
179,interest_rate,-1.2676403522491455,12.87,0.6948424068767908,0.7015026879513211
180,interest_rate,-0.6484267711639404,11.25,0.46275071633237824,0.7015026879513211
181,interest_rate,-0.011762280017137527,9.87,0.2650429799426933,0.7015026879513211
182,interest_rate,-1.0625745058059692,12.92,0.7020057306590258,0.7015026879513211
183,interest_rate,-0.04430067911744118,9.19,0.16762177650429796,0.7015026879513211
184,interest_rate,0.8948174118995667,14.54,0.9340974212034383,0.7015026879513211
185,interest_rate,-0.5033630728721619,11.49,0.4971346704871061,0.7015026879513211
186,interest_rate,0.09889619052410126,10.83,0.4025787965616046,0.7015026879513211
187,interest_rate,0.7502650022506714,9.04,0.14613180515759305,0.7015026879513211
188,interest_rate,-1.590012550354004,13.79,0.8266475644699139,0.7015026879513211
189,interest_rate,-0.4257698059082031,10.3,0.32664756446991416,0.7015026879513211
190,interest_rate,-0.9445486068725586,14.1,0.8710601719197707,0.7015026879513211
191,interest_rate,1.1451153755187988,14.71,0.9584527220630373,0.7015026879513211
192,interest_rate,-0.9678846001625061,13.62,0.8022922636103151,0.7015026879513211
193,interest_rate,-0.9529167413711548,14.05,0.863896848137536,0.7015026879513211
194,interest_rate,-0.10934531688690186,9.8,0.2550143266475646,0.7015026879513211
195,interest_rate,-1.43856680393219,12.86,0.6934097421203438,0.7015026879513211
196,interest_rate,-0.6744219064712524,12.22,0.6017191977077365,0.7015026879513211
197,interest_rate,-0.8357731103897095,12.85,0.6919770773638968,0.7015026879513211
198,interest_rate,-0.411825567483902,12.39,0.6260744985673353,0.7015026879513211
199,interest_rate,-0.4409642815589905,10.35,0.333810888252149,0.7015026879513211
200,interest_rate,-1.1716644763946533,13.93,0.8467048710601719,0.7015026879513211
201,interest_rate,-0.7680813074111938,10.94,0.41833810888252143,0.7015026879513211
202,interest_rate,-0.5535317659378052,11.12,0.4441260744985673,0.7015026879513211
203,interest_rate,0.9329282641410828,14.84,0.9770773638968481,0.7015026879513211
204,interest_rate,-0.6372356414794922,11.24,0.4613180515759313,0.7015026879513211
205,interest_rate,0.24018988013267517,12.73,0.674785100286533,0.7015026879513211
206,interest_rate,0.6610519886016846,8.02,0,0.7015026879513211
207,interest_rate,-1.1465522050857544,13.61,0.8008595988538681,0.7015026879513211
208,interest_rate,-0.8916876316070557,12.32,0.6160458452722064,0.7015026879513211
209,interest_rate,0.31768935918807983,8.42,0.0573065902578797,0.7015026879513211
210,interest_rate,-0.39587000012397766,12,0.5702005730659027,0.7015026879513211
211,interest_rate,-0.3824569880962372,10.86,0.4068767908309455,0.7015026879513211
212,interest_rate,1.237404227256775,14.56,0.9369627507163325,0.7015026879513211
213,interest_rate,-1.3653879165649414,12.95,0.7063037249283667,0.7015026879513211
214,interest_rate,0.3870754539966583,8.43,0.05873925501432666,0.7015026879513211
215,interest_rate,-1.334871768951416,13.22,0.7449856733524356,0.7015026879513211
216,interest_rate,0.29405251145362854,8.03,0.0014326647564469608,0.7015026879513211
217,interest_rate,0.4677795469760895,14.33,0.9040114613180515,0.7015026879513211
218,interest_rate,-0.7259145975112915,12.09,0.5830945558739256,0.7015026879513211
219,interest_rate,0.6371266841888428,9.23,0.17335243553008609,0.7015026879513211
220,interest_rate,-0.5018578767776489,11.17,0.45128939828080233,0.7015026879513211
221,interest_rate,-0.4331035614013672,10.18,0.30945558739255014,0.7015026879513211
222,interest_rate,0.31428831815719604,14.25,0.8925501432664756,0.7015026879513211
223,interest_rate,-1.102144479751587,13.24,0.7478510028653296,0.7015026879513211
224,interest_rate,1.2061212062835693,14.73,0.9613180515759313,0.7015026879513211
225,interest_rate,-0.4904007315635681,9.89,0.2679083094555875,0.7015026879513211
226,interest_rate,-0.25208359956741333,10.87,0.40830945558739246,0.7015026879513211
227,interest_rate,-0.3639579117298126,9.75,0.24785100286532957,0.7015026879513211
228,interest_rate,0.992941677570343,14.31,0.9011461318051577,0.7015026879513211
1,income,-0.851248025894165,1337703.46,0.21665898292177774,0.6483132203370986
2,income,-0.7506840229034424,4197936.02,0.82900769442872,0.6483132203370986
3,income,0.1399887502193451,2910098.22,0.5532938142049613,0.6483132203370986
4,income,0.19761726260185242,4574213.91,0.9095652282224237,0.6483132203370986
5,income,0.1399974524974823,4976614.38,0.9957153590755204,0.6483132203370986
6,income,1.0083376169204712,356218.63,0.006532373142148321,0.6483132203370986
7,income,-1.0121971368789673,1584815.18,0.2695632626144277,0.6483132203370986
8,income,0.8295435905456543,945616.72,0.1327169240152259,0.6483132203370986
9,income,0.04972212389111519,2926346.84,0.5567724899112352,0.6483132203370986
10,income,-0.24451924860477448,2858893.09,0.5423312806625679,0.6483132203370986
11,income,-1.206066370010376,3779959.36,0.7395228487660389,0.6483132203370986
12,income,0.1926419883966446,2762719.12,0.5217413442239702,0.6483132203370986
13,income,-0.3005419373512268,435169.82,0.023435075441446598,0.6483132203370986
14,income,0.09151901304721832,2847985.63,0.5399960967442317,0.6483132203370986
15,income,-1.214250087738037,3416098.86,0.6616237606082314,0.6483132203370986
16,income,0.018077366054058075,4996627.6,1,0.6483132203370986
17,income,-0.7782545685768127,4381225.82,0.868248305290924,0.6483132203370986
18,income,-0.8867509961128235,3363252.22,0.6503097953160276,0.6483132203370986
19,income,0.4249769449234009,585290.88,0.055574573098607874,0.6483132203370986
20,income,-0.014860812574625015,3284768.33,0.6335071375225114,0.6483132203370986
21,income,-0.028500083833932877,2740863.74,0.5170623142843578,0.6483132203370986
22,income,0.0828779935836792,3001616.07,0.5728869194339239,0.6483132203370986
23,income,-1.0622262954711914,1112531.17,0.16845172747798695,0.6483132203370986
24,income,-0.3005419373512268,583082.43,0.055101764862368695,0.6483132203370986
25,income,0.17986361682415009,840900.75,0.1102982262490206,0.6483132203370986
26,income,-0.8316795825958252,2395793.98,0.44318614565700326,0.6483132203370986
27,income,-0.8629102110862732,1987826.92,0.3558442605872537,0.6483132203370986
28,income,-1.1874675750732422,3542778.9,0.6887447578140138,0.6483132203370986
29,income,-0.24073918163776398,831365.81,0.10825688586818948,0.6483132203370986
30,income,-0.5305911898612976,3700828.48,0.722581676538977,0.6483132203370986
31,income,0.9184606075286865,472476.51,0.031422084564959596,0.6483132203370986
32,income,-0.7931458950042725,3965183.37,0.7791775556768816,0.6483132203370986
33,income,-0.8149963617324829,4232432.29,0.8363930192382159,0.6483132203370986
34,income,0.7272043824195862,596572.52,0.05798986541235078,0.6483132203370986
35,income,-1.2695342302322388,2333305.95,0.4298080500467963,0.6483132203370986
36,income,0.6612029671669006,3324418.34,0.641995829272366,0.6483132203370986
37,income,0.38243353366851807,776714.23,0.09655650001046795,0.6483132203370986
38,income,-1.2464220523834229,1337397.09,0.21659339200537187,0.6483132203370986
39,income,-0.5952804684638977,3140687.21,0.6026607338355059,0.6483132203370986
40,income,-1.0834928750991821,1065381.99,0.15835753443040873,0.6483132203370986
41,income,-0.43852490186691284,984117.8,0.14095964072971073,0.6483132203370986
42,income,0.938119113445282,2987448.92,0.5698538667480872,0.6483132203370986
43,income,0.30274951457977295,992563.62,0.14276781082991385,0.6483132203370986
44,income,-0.6062953472137451,4449782.15,0.8829255664787852,0.6483132203370986
45,income,-0.6092842221260071,2236643.22,0.40911347471959164,0.6483132203370986
46,income,-1.2135734558105469,1339630.98,0.21707164670475482,0.6483132203370986
47,income,0.17107538878917694,4570087.7,0.9086818457268035,0.6483132203370986
48,income,0.3088836073875427,2905286.95,0.5522637668492273,0.6483132203370986
49,income,-0.8469871878623962,4186947.48,0.8266551520500184,0.6483132203370986
50,income,-0.3275754451751709,4442656.16,0.8813999594859359,0.6483132203370986
51,income,-0.1794320046901703,4618212.95,0.918985006120324,0.6483132203370986
52,income,-0.27963054180145264,978453.22,0.13974690778178986,0.6483132203370986
53,income,-1.3272615671157837,1194926.6,0.1860918089525369,0.6483132203370986
54,income,-1.034238576889038,2376743.44,0.4391076054062373,0.6483132203370986
55,income,-0.21930049359798431,3058103.34,0.5849803091410339,0.6483132203370986
56,income,-0.43190526962280273,2563028.96,0.47898957155810873,0.6483132203370986
57,income,-1.3295997381210327,2114570.14,0.3829787840328721,0.6483132203370986
58,income,-0.4718601703643799,389886.25,0.013740291831985683,0.6483132203370986
59,income,-0.8169513940811157,3396787.84,0.6574894540555904,0.6483132203370986
60,income,-1.3086704015731812,1836692.66,0.3234878464026829,0.6483132203370986
61,income,0.29891473054885864,2793617.14,0.5283563177753222,0.6483132203370986
62,income,-0.6100258231163025,4044080.97,0.7960687848645496,0.6483132203370986
63,income,-0.3962932825088501,4083715.26,0.804554111111235,0.6483132203370986
64,income,-1.1932291984558105,1707080.14,0.2957390329925007,0.6483132203370986
65,income,0.13316166400909424,4650674.99,0.9259348215461322,0.6483132203370986
66,income,-1.095579981803894,1578308.8,0.2681703082563477,0.6483132203370986
67,income,-0.4191822111606598,2840971.14,0.538494360845743,0.6483132203370986
68,income,1.096929907798767,738181.48,0.0883070030488226,0.6483132203370986
69,income,-1.044421911239624,3437615.34,0.6662302352664196,0.6483132203370986
70,income,-0.8494459986686707,4100852.79,0.8082230940326488,0.6483132203370986
71,income,-0.6898478269577026,1094228.29,0.16453325415466177,0.6483132203370986
72,income,-0.9859935641288757,1582795.97,0.2691309688705365,0.6483132203370986
73,income,0.11991903185844421,4963608.56,0.992930936147655,0.6483132203370986
74,income,-0.5695305466651917,1806978.93,0.31712641812792575,0.6483132203370986
75,income,-0.21966303884983063,2611111.64,0.48928361811766563,0.6483132203370986
76,income,-0.3118608891963959,4722998.9,0.9414186859419853,0.6483132203370986
77,income,0.1524234116077423,4628879.62,0.9212686391793679,0.6483132203370986
78,income,1.0923466682434082,996803.99,0.14367563390071086,0.6483132203370986
79,income,0.6765464544296265,958061.77,0.13538129139524743,0.6483132203370986
80,income,-0.03288630023598671,2893978.36,0.5498427047956367,0.6483132203370986
81,income,0.14264880120754242,4978720.33,0.9961662230321906,0.6483132203370986
82,income,-0.4302505552768707,4207321.77,0.8310170946430251,0.6483132203370986
83,income,-0.8461793661117554,1056251.13,0.15640270375190254,0.6483132203370986
84,income,-0.202193483710289,2834651.57,0.5371414007400171,0.6483132203370986
85,income,-0.5853858590126038,4300480.43,0.8509614817584258,0.6483132203370986
86,income,0.6734275817871094,4562484.34,0.9070540383365109,0.6483132203370986
87,income,-1.167087197303772,1464595.96,0.24382546580207004,0.6483132203370986
88,income,0.36092230677604675,493613.23,0.03594725620257042,0.6483132203370986
89,income,-0.8167574405670166,4191373.01,0.8276026161237912,0.6483132203370986
90,income,-0.9259438514709473,3456675.72,0.6703108821680243,0.6483132203370986
91,income,-1.2727267742156982,1552676.91,0.2626827632802889,0.6483132203370986
92,income,-1.129684567451477,3426006.96,0.6637449910121261,0.6483132203370986
93,income,-0.7176606059074402,2118840.69,0.38389306835593634,0.6483132203370986
94,income,-0.43545621633529663,444850.01,0.02550751247210623,0.6483132203370986
95,income,0.498066246509552,936800.77,0.13082951258627215,0.6483132203370986
96,income,-0.046988774091005325,3021971.75,0.5772448778021231,0.6483132203370986
97,income,-0.7805884480476379,2613999.78,0.48990194154785954,0.6483132203370986
98,income,-0.6671320199966431,2992623.2,0.5709616311079813,0.6483132203370986
99,income,0.9868345856666565,2715080.21,0.5115423046199685,0.6483132203370986
100,income,-1.1095049381256104,1943394.59,0.34633171940257773,0.6483132203370986
101,income,-1.072853446006775,2501157.53,0.4657434841701684,0.6483132203370986
102,income,0.9397660493850708,328697.21,6.402976824376653e-4,0.6483132203370986
103,income,-0.8052368760108948,3988372.31,0.7841420881868576,0.6483132203370986
104,income,-0.5313426852226257,933241.22,0.13006744663173153,0.6483132203370986
105,income,0.7964648008346558,627155.88,0.0645374732367834,0.6483132203370986
106,income,-0.847995936870575,4361933.37,0.8641179743994695,0.6483132203370986
107,income,0.1404401808977127,4746491.56,0.9464482420284562,0.6483132203370986
108,income,-1.0071172714233398,1672822.57,0.28840481159308456,0.6483132203370986
109,income,-1.036985993385315,3390727.73,0.6561920418793965,0.6483132203370986
110,income,-0.07372988015413284,690530.16,0.07810530658131404,0.6483132203370986
111,income,-1.2042853832244873,1951771.86,0.3481252135967861,0.6483132203370986
112,income,-0.40984663367271423,4353251.53,0.8622592746518135,0.6483132203370986
113,income,0.16703113913536072,2950603.54,0.5619656197280675,0.6483132203370986
114,income,-0.23708702623844147,2946780.1,0.5611470574229366,0.6483132203370986
115,income,0.2633134722709656,4462602.75,0.8856703355582428,0.6483132203370986
116,income,0.23048217594623566,572663.86,0.052871247664408774,0.6483132203370986
117,income,0.2930757403373718,2833193.26,0.5368291903757391,0.6483132203370986
118,income,-0.7539573311805725,3440610.04,0.6668713721837441,0.6483132203370986
119,income,-0.6110585927963257,3073770.21,0.5883344376800946,0.6483132203370986
120,income,-0.1089605987071991,2803780.87,0.5305322761420099,0.6483132203370986
121,income,0.9840221405029297,833721.09,0.10876112901729831,0.6483132203370986
122,income,-0.8885840773582458,2095419.25,0.37887875979718155,0.6483132203370986
123,income,0.27276843786239624,4867508.5,0.9723568231403058,0.6483132203370986
124,income,-1.3174474239349365,3496512.26,0.6788395082248839,0.6483132203370986
125,income,1.0911386013031006,815141.57,0.10478342968909492,0.6483132203370986
126,income,-0.8129164576530457,1170091.16,0.18077477638099382,0.6483132203370986
127,income,-0.927250862121582,2367523.89,0.43713378703841416,0.6483132203370986
128,income,-0.7213644981384277,4312879.13,0.8536159260422714,0.6483132203370986
129,income,-0.6002475023269653,2026474.3,0.36411829874662605,0.6483132203370986
130,income,-1.3047406673431396,1816505.53,0.3191659729937168,0.6483132203370986
131,income,-1.2513506412506104,2258845.16,0.41386669987410646,0.6483132203370986
132,income,-1.2798185348510742,1267187.05,0.20156208716320514,0.6483132203370986
133,income,0.2824961841106415,2756830.94,0.5204807406330088,0.6483132203370986
134,income,0.12888437509536743,4798901.44,0.957668701139737,0.6483132203370986
135,income,-0.8074383735656738,3874129.48,0.7596837798913227,0.6483132203370986
136,income,-1.1723493337631226,1299975.23,0.2085817260752444,0.6483132203370986
137,income,-0.8862655758857727,3478589.17,0.6750023443448522,0.6483132203370986
138,income,-0.8311511874198914,3524546.01,0.68484126868705,0.6483132203370986
139,income,-0.5851395130157471,1024418.12,0.14958755769367865,0.6483132203370986
140,income,-1.1159303188323975,1193370.24,0.18575860701155872,0.6483132203370986
141,income,-0.4144638478755951,721208.56,0.08467326156994426,0.6483132203370986
142,income,0.2663381099700928,4725456.13,0.9419447556208704,0.6483132203370986
143,income,-1.2047762870788574,3802980.68,0.7444514954209771,0.6483132203370986
144,income,0.8810543417930603,791381.98,0.09969672641681512,0.6483132203370986
145,income,-0.47199171781539917,4605346.45,0.91623041028543,0.6483132203370986
146,income,-0.6791862845420837,1431900.02,0.23682557460073772,0.6483132203370986
147,income,-0.8938917517662048,1443587.43,0.2393277384298053,0.6483132203370986
148,income,-1.2963474988937378,1908936.98,0.33895467133306384,0.6483132203370986
149,income,-1.1853398084640503,1709986.28,0.29636121005227756,0.6483132203370986
150,income,-0.9182893633842468,1593520.44,0.2714269763623521,0.6483132203370986
151,income,-0.46295157074928284,3145901.78,0.6037771239029495,0.6483132203370986
152,income,-0.11308619379997253,2855447.98,0.541593715228553,0.6483132203370986
153,income,0.3932962715625763,2926315.15,0.556765705382264,0.6483132203370986
154,income,0.161434605717659,4521923.56,0.8983703593524787,0.6483132203370986
155,income,0.18301694095134735,782728.65,0.09784413039023736,0.6483132203370986
156,income,-0.875365674495697,2691698.47,0.5065364954553494,0.6483132203370986
157,income,-0.9500990509986877,1114043.09,0.1687754152357061,0.6483132203370986
158,income,-0.9131049513816833,4420692.89,0.8766978313187845,0.6483132203370986
159,income,-0.5799846053123474,3887153.42,0.7624720821396349,0.6483132203370986
160,income,-0.32838770747184753,3096706.98,0.5932449829805199,0.6483132203370986
161,income,-0.6835675835609436,3516678,0.6831568022373625,0.6483132203370986
162,income,-0.1280878633260727,2927741,0.557070966367861,0.6483132203370986
163,income,-0.5742172598838806,622050.26,0.06344440833284284,0.6483132203370986
164,income,0.9702757596969604,401996.45,0.016332970997239078,0.6483132203370986
165,income,0.22760196030139923,867503.8,0.11599368738650756,0.6483132203370986
166,income,-0.9138084650039673,1063759.62,0.15801020037338806,0.6483132203370986
167,income,0.3435429334640503,913792.98,0.1259037625762372,0.6483132203370986
168,income,0.274443656206131,3045634.69,0.5823108892244482,0.6483132203370986
169,income,-0.871070384979248,3853736.05,0.7553177396055262,0.6483132203370986
170,income,-0.8423328995704651,2047665.71,0.36865517899545286,0.6483132203370986
171,income,0.004184357821941376,4841138.55,0.9667112665059171,0.6483132203370986
172,income,-0.7760350108146667,2656426.32,0.4989850620835889,0.6483132203370986
173,income,-1.0141432285308838,2171209.83,0.39510480541892773,0.6483132203370986
174,income,-0.9465290307998657,2455320.95,0.455930306355395,0.6483132203370986
175,income,-0.7193155884742737,3756660.7,0.73453482624285,0.6483132203370986
176,income,-0.7242010235786438,4413348.61,0.8751254905036217,0.6483132203370986
177,income,0.8196826577186584,680507.5,0.07595954996602951,0.6483132203370986
178,income,-0.1640077829360962,4495626.67,0.8927404441723857,0.6483132203370986
179,income,0.3171727657318115,737225.2,0.08810227255451626,0.6483132203370986
180,income,-0.3282473087310791,4645750.45,0.9248805241557952,0.6483132203370986
181,income,0.016443492844700813,4926894.59,0.9850708227644955,0.6483132203370986
182,income,-0.027636121958494186,2752209.71,0.5194913790420488,0.6483132203370986
183,income,0.7573303580284119,426074.71,0.021487898499473076,0.6483132203370986
184,income,-0.964752733707428,1768509.83,0.3088905480286665,0.6483132203370986
185,income,-1.1970134973526,3370681.77,0.6519003916308868,0.6483132203370986
186,income,0.6362481117248535,2845262.44,0.5394130875473542,0.6483132203370986
187,income,-0.3509695827960968,4006240.58,0.7879675156239042,0.6483132203370986
188,income,-0.3349704146385193,2884837.69,0.5478857738890078,0.6483132203370986
189,income,-0.8192529082298279,3488048.97,0.6770275979630802,0.6483132203370986
190,income,-1.1939098834991455,1906990.41,0.3385379291254449,0.6483132203370986
191,income,-0.8381995558738708,3406142.55,0.6594922088997703,0.6483132203370986
192,income,-0.49085068702697754,570076.26,0.05231726700281692,0.6483132203370986
193,income,0.16287671029567719,4503061.57,0.8943321858715934,0.6483132203370986
194,income,-0.2982644736766815,2759776.93,0.5211114492005011,0.6483132203370986
195,income,0.07612648606300354,582170.98,0.05490663204662904,0.6483132203370986
196,income,-0.3698144257068634,4610953.49,0.9174308244641175,0.6483132203370986
197,income,0.13624988496303558,827883.43,0.1075113412800328,0.6483132203370986
198,income,-0.9381788969039917,1097039.74,0.16513515898192735,0.6483132203370986
199,income,0.07597032189369202,4759470.59,0.9492269294709592,0.6483132203370986
200,income,-0.018248185515403748,3029621.95,0.5788827131929525,0.6483132203370986
201,income,-0.7282077074050903,3887246.95,0.7624921060271287,0.6483132203370986
202,income,0.275004118680954,610481.69,0.06096768702264353,0.6483132203370986
203,income,-0.6776286363601685,1515663.7,0.2547585854462194,0.6483132203370986
204,income,-0.7116045951843262,4085570.32,0.8049512618942357,0.6483132203370986
205,income,1.179222822189331,2837373,0.5377240331375577,0.6483132203370986
206,income,-0.4670819044113159,3993004.46,0.7851337876464312,0.6483132203370986
207,income,-0.9243853092193604,1724983.72,0.2995720199662458,0.6483132203370986
208,income,-0.9563673138618469,3483532.25,0.6760606109736593,0.6483132203370986
209,income,-1.2645657062530518,1184367.48,0.1838312013302507,0.6483132203370986
210,income,0.2729136645793915,373826.66,0.010302085659047845,0.6483132203370986
211,income,-0.5888095498085022,3311941.16,0.639324583163539,0.6483132203370986
212,income,-0.408602237701416,687797.78,0.0775203298924439,0.6483132203370986
213,income,0.9326091408729553,507912.63,0.03900862236131466,0.6483132203370986
214,income,0.09628599137067795,856722.34,0.11368547887525147,0.6483132203370986
215,income,0.8587173819541931,325706.43,0,0.6483132203370986
216,income,-1.4001188278198242,2340559.76,0.43136102209149463,0.6483132203370986
217,income,-0.9225784540176392,1897413.64,0.3364876333376442,0.6483132203370986
218,income,-1.2052563428878784,3501519.49,0.6799115087613435,0.6483132203370986
219,income,0.6340329051017761,2988509.23,0.5700808690804773,0.6483132203370986
220,income,0.5906717777252197,756460.48,0.09222036389023452,0.6483132203370986
221,income,0.7750362157821655,622500.71,0.06354084541315433,0.6483132203370986
222,income,0.3241393566131592,2894590.97,0.5499738587966793,0.6483132203370986
223,income,-0.601565420627594,4247824.63,0.8396883735034217,0.6483132203370986
224,income,-0.5919521450996399,3651610.1,0.7120444873617938,0.6483132203370986
225,income,-0.9550918936729431,1754499.11,0.30589098552481037,0.6483132203370986
226,income,-1.02821946144104,1860271.34,0.3285358185567495,0.6483132203370986
227,income,-1.2400250434875488,1651901.68,0.28392584711507773,0.6483132203370986
228,income,-0.7972767949104309,3642140.75,0.7100171891789816,0.6483132203370986
1,term_months,-0.9493035078048706,24,0.1111111111111111,0.5768849919550121
2,term_months,0.9411476850509644,120,1,0.5768849919550121
3,term_months,1.1242849826812744,120,1,0.5768849919550121
4,term_months,-0.9109440445899963,12,0,0.5768849919550121
5,term_months,0.012267337180674076,60,0.4444444444444444,0.5768849919550121
6,term_months,-0.5140925049781799,12,0,0.5768849919550121
7,term_months,-0.49682170152664185,36,0.2222222222222222,0.5768849919550121
8,term_months,0.9318125247955322,120,1,0.5768849919550121
9,term_months,-1.117026686668396,12,0,0.5768849919550121
10,term_months,-0.5824733376502991,12,0,0.5768849919550121
11,term_months,1.0601365566253662,120,1,0.5768849919550121
12,term_months,0.08646111935377121,60,0.4444444444444444,0.5768849919550121
13,term_months,-0.5040587186813354,24,0.1111111111111111,0.5768849919550121
14,term_months,0.12428849190473557,60,0.4444444444444444,0.5768849919550121
15,term_months,-0.7345903515815735,12,0,0.5768849919550121
16,term_months,-0.6788214445114136,12,0,0.5768849919550121
17,term_months,-0.5547260642051697,12,0,0.5768849919550121
18,term_months,-0.8735321760177612,24,0.1111111111111111,0.5768849919550121
19,term_months,-0.11904902756214142,60,0.4444444444444444,0.5768849919550121
20,term_months,-0.4211999177932739,36,0.2222222222222222,0.5768849919550121
21,term_months,-0.8981421589851379,24,0.1111111111111111,0.5768849919550121
22,term_months,-0.23844966292381287,60,0.4444444444444444,0.5768849919550121
23,term_months,-0.28100574016571045,60,0.4444444444444444,0.5768849919550121
24,term_months,-0.5040587186813354,12,0,0.5768849919550121
25,term_months,-0.35739386081695557,36,0.2222222222222222,0.5768849919550121
26,term_months,-0.4945257902145386,12,0,0.5768849919550121
27,term_months,-0.6584641337394714,12,0,0.5768849919550121
28,term_months,1.094035267829895,120,1,0.5768849919550121
29,term_months,-0.08935486525297165,60,0.4444444444444444,0.5768849919550121
30,term_months,-0.21520088613033295,36,0.2222222222222222,0.5768849919550121
31,term_months,-0.538193941116333,12,0,0.5768849919550121
32,term_months,-0.844332754611969,12,0,0.5768849919550121
33,term_months,-0.8207907676696777,12,0,0.5768849919550121
34,term_months,0.8847253918647766,120,1,0.5768849919550121
35,term_months,-0.7507410049438477,36,0.2222222222222222,0.5768849919550121
36,term_months,1.3451247215270996,120,1,0.5768849919550121
37,term_months,-0.42545101046562195,24,0.1111111111111111,0.5768849919550121
38,term_months,-0.7042524218559265,36,0.2222222222222222,0.5768849919550121
39,term_months,-0.7225937247276306,12,0,0.5768849919550121
40,term_months,-0.4479186534881592,36,0.2222222222222222,0.5768849919550121
41,term_months,-0.27082303166389465,36,0.2222222222222222,0.5768849919550121
42,term_months,2.004697799682617,120,1,0.5768849919550121
43,term_months,-0.4366103410720825,24,0.1111111111111111,0.5768849919550121
44,term_months,1.5418453216552734,120,1,0.5768849919550121
45,term_months,-0.5789737701416016,12,0,0.5768849919550121
46,term_months,-0.44769638776779175,36,0.2222222222222222,0.5768849919550121
47,term_months,0.05966917797923088,60,0.4444444444444444,0.5768849919550121
48,term_months,-0.3767087757587433,36,0.2222222222222222,0.5768849919550121
49,term_months,1.0404994487762451,120,1,0.5768849919550121
50,term_months,0.17176854610443115,60,0.4444444444444444,0.5768849919550121
51,term_months,-0.6776083111763,12,0,0.5768849919550121
52,term_months,1.2064067125320435,120,1,0.5768849919550121
53,term_months,-0.49604666233062744,36,0.2222222222222222,0.5768849919550121
54,term_months,-0.39602816104888916,36,0.2222222222222222,0.5768849919550121
55,term_months,1.1249008178710938,120,1,0.5768849919550121
56,term_months,1.8895621299743652,120,1,0.5768849919550121
57,term_months,-0.16751521825790405,60,0.4444444444444444,0.5768849919550121
58,term_months,1.431278109550476,120,1,0.5768849919550121
59,term_months,-0.15386447310447693,60,0.4444444444444444,0.5768849919550121
60,term_months,-0.8530131578445435,24,0.1111111111111111,0.5768849919550121
61,term_months,-0.4400642514228821,36,0.2222222222222222,0.5768849919550121
62,term_months,0.08179226517677307,60,0.4444444444444444,0.5768849919550121
63,term_months,-0.0019019516184926033,60,0.4444444444444444,0.5768849919550121
64,term_months,-0.38601598143577576,36,0.2222222222222222,0.5768849919550121
65,term_months,-0.6396066546440125,24,0.1111111111111111,0.5768849919550121
66,term_months,-0.38563641905784607,36,0.2222222222222222,0.5768849919550121
67,term_months,-1.0416862964630127,12,0,0.5768849919550121
68,term_months,-0.4985259175300598,12,0,0.5768849919550121
69,term_months,-0.5297499895095825,36,0.2222222222222222,0.5768849919550121
70,term_months,-0.5651031732559204,36,0.2222222222222222,0.5768849919550121
71,term_months,-0.3909689784049988,24,0.1111111111111111,0.5768849919550121
72,term_months,1.1379163265228271,120,1,0.5768849919550121
73,term_months,-0.7352761626243591,24,0.1111111111111111,0.5768849919550121
74,term_months,-0.4916166663169861,24,0.1111111111111111,0.5768849919550121
75,term_months,-0.6379952430725098,12,0,0.5768849919550121
76,term_months,0.8773218989372253,120,1,0.5768849919550121
77,term_months,-0.0029265061020851135,60,0.4444444444444444,0.5768849919550121
78,term_months,-0.19717690348625183,12,0,0.5768849919550121
79,term_months,-0.2756069302558899,36,0.2222222222222222,0.5768849919550121
80,term_months,-0.39510560035705566,36,0.2222222222222222,0.5768849919550121
81,term_months,-0.41483592987060547,36,0.2222222222222222,0.5768849919550121
82,term_months,-0.24933719635009766,36,0.2222222222222222,0.5768849919550121
83,term_months,-0.24343031644821167,60,0.4444444444444444,0.5768849919550121
84,term_months,-0.4130520224571228,36,0.2222222222222222,0.5768849919550121
85,term_months,-0.24933719635009766,36,0.2222222222222222,0.5768849919550121
86,term_months,0.22029897570610046,60,0.4444444444444444,0.5768849919550121
87,term_months,-0.5089695453643799,36,0.2222222222222222,0.5768849919550121
88,term_months,0.06505048274993896,60,0.4444444444444444,0.5768849919550121
89,term_months,1.0684901475906372,120,1,0.5768849919550121
90,term_months,-0.34474778175354004,36,0.2222222222222222,0.5768849919550121
91,term_months,-0.05150133743882179,60,0.4444444444444444,0.5768849919550121
92,term_months,-0.6957095861434937,24,0.1111111111111111,0.5768849919550121
93,term_months,-0.7286006808280945,24,0.1111111111111111,0.5768849919550121
94,term_months,-0.518932580947876,12,0,0.5768849919550121
95,term_months,-0.5845839977264404,12,0,0.5768849919550121
96,term_months,-1.117026686668396,24,0.1111111111111111,0.5768849919550121
